"INFORMATION TYPE","DATE","PERIOD","FACILITY TYPE","GROSS INJECTION (MWh)","NET INJECTION (MWh)"
"MG","02 Sep 2019","32","ST","45.219","43.803"
"MG","02 Sep 2019","33","CCGT/COGEN/TRIGEN","3427.466","3203.687"
"MG","02 Sep 2019","33","GT","-0.037","-0.037"
"MG","02 Sep 2019","33","IGS","19.586","6.830"
"MG","02 Sep 2019","33","ST","42.910","41.506"
"MG","02 Sep 2019","34","CCGT/COGEN/TRIGEN","3407.275","3182.900"
"MG","02 Sep 2019","34","GT","-0.035","-0.035"
"MG","02 Sep 2019","34","IGS","17.036","5.979"
"MG","02 Sep 2019","34","ST","45.272","43.877"
"MG","02 Sep 2019","35","CCGT/COGEN/TRIGEN","3385.850","3161.034"
"MG","02 Sep 2019","35","GT","-0.036","-0.036"
"MG","02 Sep 2019","35","IGS","13.411","4.656"
"MG","02 Sep 2019","35","ST","46.585","45.188"
"MG","02 Sep 2019","36","CCGT/COGEN/TRIGEN","3348.755","3123.893"
"MG","02 Sep 2019","36","GT","-0.034","-0.034"
"MG","02 Sep 2019","36","IGS","8.180","2.145"
"MG","02 Sep 2019","36","ST","47.133","45.733"
"MG","02 Sep 2019","37","CCGT/COGEN/TRIGEN","3284.278","3060.587"
"MG","02 Sep 2019","37","GT","-0.038","-0.038"
"MG","02 Sep 2019","37","IGS","3.624","0.367"
"MG","02 Sep 2019","37","ST","46.771","45.371"
"MG","02 Sep 2019","38","CCGT/COGEN/TRIGEN","3267.758","3044.762"
"MG","02 Sep 2019","38","GT","-0.061","-0.061"
"MG","02 Sep 2019","38","IGS","1.034","0.067"
"MG","02 Sep 2019","38","ST","50.561","49.147"
"MG","02 Sep 2019","39","CCGT/COGEN/TRIGEN","3277.917","3054.580"
"MG","02 Sep 2019","39","GT","-0.056","-0.056"
"MG","02 Sep 2019","39","IGS","0.008","-0.004"
"MG","02 Sep 2019","39","ST","53.676","52.276"
"MG","02 Sep 2019","40","CCGT/COGEN/TRIGEN","3265.098","3041.459"
"MG","02 Sep 2019","40","GT","-0.056","-0.056"
"MG","02 Sep 2019","40","IGS","-0.004","-0.004"
"MG","02 Sep 2019","40","ST","54.008","52.614"
"MG","02 Sep 2019","41","CCGT/COGEN/TRIGEN","3271.752","3047.946"
"MG","02 Sep 2019","41","GT","-0.038","-0.038"
"MG","02 Sep 2019","41","IGS","-0.006","-0.006"
"MG","02 Sep 2019","41","ST","54.446","53.049"
"MG","02 Sep 2019","42","CCGT/COGEN/TRIGEN","3258.541","3034.817"
"MG","02 Sep 2019","42","GT","-0.034","-0.034"
"MG","02 Sep 2019","42","IGS","-0.004","-0.004"
"MG","02 Sep 2019","42","ST","54.551","53.156"
"MG","02 Sep 2019","43","CCGT/COGEN/TRIGEN","3235.024","3011.617"
"MG","02 Sep 2019","43","GT","-0.036","-0.036"
"MG","02 Sep 2019","43","IGS","-0.016","-0.016"
"MG","02 Sep 2019","43","ST","54.120","52.728"
"MG","02 Sep 2019","44","CCGT/COGEN/TRIGEN","3194.235","2971.142"
"MG","02 Sep 2019","44","GT","-0.035","-0.035"
"MG","02 Sep 2019","44","IGS","-0.004","-0.004"
"MG","02 Sep 2019","44","ST","53.738","52.352"
"MG","02 Sep 2019","45","CCGT/COGEN/TRIGEN","3116.481","2894.390"
"MG","02 Sep 2019","45","GT","-0.036","-0.036"
"MG","02 Sep 2019","45","IGS","-0.004","-0.004"
"MG","02 Sep 2019","45","ST","55.107","53.716"
"MG","02 Sep 2019","46","CCGT/COGEN/TRIGEN","3055.531","2834.640"
"MG","02 Sep 2019","46","GT","-0.035","-0.035"
"MG","02 Sep 2019","46","IGS","-0.016","-0.016"
"MG","02 Sep 2019","46","ST","53.883","52.473"
"MG","02 Sep 2019","47","CCGT/COGEN/TRIGEN","2991.530","2770.316"
"MG","02 Sep 2019","47","GT","-0.034","-0.034"
"MG","02 Sep 2019","47","IGS","-0.006","-0.006"
"MG","02 Sep 2019","47","ST","54.527","53.114"
"MG","02 Sep 2019","48","CCGT/COGEN/TRIGEN","2916.387","2695.256"
"MG","02 Sep 2019","48","GT","-0.036","-0.036"
"MG","02 Sep 2019","48","IGS","-0.004","-0.004"
