"INFORMATION TYPE","DATE","PERIOD","WEP ($/MWh)","USEP ($/MWh)","AFP ($/MWh)","HEUC ($/MWh)","MEUC ($/MWh)","EMC Price Cap Fees ($/MWh)","EMC Price Adj Fees ($/MWh)","PSO Fees ($/MWh)"
"WEP","06 Jan 2015","17","80.96","80.70","0.03","-0.57","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","18","79.85","79.41","0.28","-0.64","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","19","80.89","80.75","0.29","-0.95","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","20","82.88","82.57","0.28","-0.77","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","21","83.69","83.58","0.27","-0.95","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","22","86.83","86.91","0.27","-1.15","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","23","86.49","86.92","0.05","-1.28","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","24","86.52","86.79","0.03","-1.10","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","25","82.45","82.73","0.19","-1.26","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","26","82.40","82.73","0.03","-1.16","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","27","82.34","82.87","0.05","-1.38","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","28","86.40","86.91","0.05","-1.36","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","29","86.45","86.91","0.05","-1.31","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","30","86.67","86.88","0.18","-1.18","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","31","86.61","86.91","0.26","-1.36","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","32","86.52","86.92","0.28","-1.48","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","33","86.13","86.86","0.27","-1.79","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","34","80.29","80.90","0.32","-1.73","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","35","78.68","79.84","0.04","-2.00","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","36","75.79","77.42","0.05","-2.48","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","37","75.49","76.30","0.20","-1.81","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","38","76.02","76.33","0.05","-1.16","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","39","75.72","76.31","0.05","-1.44","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","40","75.82","76.27","0.05","-1.30","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","41","76.25","77.42","0.00","-1.97","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","42","84.71","87.70","0.00","-3.79","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","43","80.08","81.66","0.00","-2.38","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","44","79.31","80.55","0.00","-2.04","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","45","80.57","80.54","0.02","-0.78","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","46","79.66","79.40","0.05","-0.58","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","47","77.21","76.29","0.32","-0.20","0.32","0.2700","-0.0001","0.2085"
"WEP","06 Jan 2015","48","75.27","74.09","0.24","0.14","0.32","0.2700","-0.0001","0.2085"
"WEP","07 Jan 2015","1","82.92","81.17","0.31","0.64","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","2","80.80","79.45","0.14","0.41","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","3","75.29","74.15","0.11","0.23","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","4","72.70","71.39","0.58","-0.07","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","5","72.27","71.34","0.48","-0.35","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","6","72.10","71.32","0.07","-0.09","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","7","71.88","71.03","0.02","0.03","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","8","71.75","71.03","0.02","-0.10","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","9","71.51","70.97","0.00","-0.26","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","10","71.34","70.96","0.03","-0.45","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","11","71.91","71.44","0.04","-0.38","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","12","75.18","74.70","0.09","-0.41","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","13","77.72","77.32","0.10","-0.50","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","14","79.44","79.41","0.01","-0.78","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","15","74.09","74.18","0.05","-0.94","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","16","74.65","74.78","0.00","-0.93","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","17","80.81","80.57","0.03","-0.59","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","18","76.41","76.34","0.09","-0.82","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","19","79.81","79.59","0.09","-0.68","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","20","81.81","81.71","0.09","-0.79","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","21","85.82","85.76","0.09","-0.83","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","22","86.42","86.74","0.09","-1.21","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","23","86.13","86.75","0.05","-1.47","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","24","82.27","82.71","0.03","-1.28","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","25","86.33","86.74","0.08","-1.29","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","26","82.32","82.74","0.03","-1.25","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","27","86.47","86.78","0.05","-1.16","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","28","86.93","86.86","0.05","-0.78","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","29","86.85","86.78","0.05","-0.78","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","30","82.67","82.74","0.08","-0.95","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","31","82.49","82.70","0.08","-1.09","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","32","79.33","79.53","0.09","-1.09","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","33","80.16","80.60","0.09","-1.33","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","34","77.32","77.54","0.20","-1.22","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","35","75.67","76.41","0.04","-1.58","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","36","76.66","77.42","0.05","-1.61","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","37","76.10","76.33","0.09","-1.12","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","38","76.06","76.40","0.05","-1.19","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","39","77.69","77.45","0.05","-0.61","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","40","75.96","76.40","0.05","-1.29","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","41","77.38","78.09","0.04","-1.55","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","42","89.40","91.79","0.02","-3.21","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","43","85.81","86.65","0.00","-1.64","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","44","80.80","80.86","0.01","-0.87","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","45","86.41","86.62","0.02","-1.03","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","46","81.06","80.81","0.10","-0.65","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","47","90.12","89.70","0.24","-0.62","0.32","0.2700","-0.0001","0.2109"
"WEP","07 Jan 2015","48","77.61","77.84","0.11","-1.14","0.32","0.2700","-0.0001","0.2109"
"WEP","08 Jan 2015","1","94.66","93.61","0.85","-0.60","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","2","83.91","83.49","0.30","-0.68","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","3","80.81","80.57","0.02","-0.59","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","4","80.02","77.80","1.62","-0.20","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","5","78.33","77.54","0.27","-0.28","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","6","76.83","76.39","0.00","-0.36","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","7","75.00","74.59","0.00","-0.39","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","8","75.24","74.59","0.00","-0.15","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","9","74.33","74.01","0.00","-0.48","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","10","75.01","74.59","0.00","-0.38","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","11","77.68","77.50","0.00","-0.63","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","12","81.25","81.37","0.00","-0.92","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","13","96.18","96.74","0.04","-1.41","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","14","141.35","142.14","0.01","-1.60","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","15","85.69","85.39","0.21","-0.71","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","16","86.07","86.49","0.03","-1.25","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","17","96.93","96.88","0.31","-1.06","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","18","81.85","81.49","0.60","-1.05","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","19","83.52","83.38","0.22","-0.89","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","20","81.20","81.78","0.13","-1.51","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","21","81.06","81.49","0.13","-1.36","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","22","82.55","82.68","0.12","-1.05","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","23","83.08","83.21","0.06","-0.99","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","24","80.17","80.55","0.00","-1.19","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","25","80.13","80.52","0.12","-1.31","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","26","80.19","80.61","0.03","-1.25","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","27","82.41","82.65","0.05","-1.09","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","28","82.35","82.65","0.05","-1.15","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","29","82.40","82.66","0.05","-1.11","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","30","82.42","82.59","0.05","-1.02","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","31","81.31","81.69","0.12","-1.30","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","32","80.60","80.83","0.13","-1.16","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","33","88.26","88.61","0.12","-1.27","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","34","85.30","85.62","0.12","-1.24","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","35","77.09","77.41","0.03","-1.15","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","36","74.32","74.73","0.05","-1.26","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","37","74.47","74.37","0.05","-0.75","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","38","74.74","74.71","0.05","-0.82","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","39","75.97","76.25","0.05","-1.14","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","40","76.30","76.27","0.03","-0.81","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","41","77.33","77.44","0.00","-0.92","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","42","162.74","170.55","0.00","-8.62","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","43","143.40","149.48","0.00","-6.88","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","44","81.30","81.53","0.00","-1.04","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","45","102.38","116.22","0.01","-14.65","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","46","77.34","77.39","0.04","-0.89","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","47","74.36","74.19","0.15","-0.79","0.32","0.2700","-0.0001","0.2129"
"WEP","08 Jan 2015","48","73.78","72.34","0.22","0.41","0.32","0.2700","-0.0001","0.2129"
"WEP","09 Jan 2015","1","73.67","72.07","0.65","0.14","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","2","71.57","71.05","0.82","-1.11","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","3","62.83","62.61","0.33","-0.92","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","4","60.54","56.40","3.76","-0.43","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","5","3.67","0.00","2.86","0.00","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","6","0.85","0.00","0.05","-0.01","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","7","71.71","71.02","0.00","-0.12","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","8","72.14","71.01","0.00","0.32","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","9","71.74","71.00","0.00","-0.07","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","10","72.14","71.46","0.00","-0.12","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","11","74.12","74.06","0.02","-0.77","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","12","76.40","76.18","0.10","-0.69","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","13","81.82","81.39","0.06","-0.44","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","14","84.21","83.35","0.02","0.03","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","15","81.62","80.72","0.01","0.08","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","16","83.55","83.42","0.00","-0.68","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","17","93.46","94.05","0.00","-1.40","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","18","83.28","83.50","0.28","-1.31","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","19","83.72","83.65","0.28","-1.02","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","20","78.24","77.98","0.28","-0.82","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","21","107.70","107.63","0.36","-1.09","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","22","113.75","113.37","0.36","-0.79","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","23","77.97","77.96","0.05","-0.85","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","24","76.69","76.60","0.03","-0.74","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","25","76.76","76.60","0.20","-0.85","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","26","80.89","80.69","0.03","-0.64","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","27","77.92","77.99","0.05","-0.93","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","28","77.95","77.98","0.05","-0.88","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","29","80.71","80.68","0.05","-0.82","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","30","76.80","76.38","0.20","-0.59","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","31","76.90","76.26","0.35","-0.52","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","32","75.97","76.26","0.37","-1.47","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","33","76.45","76.26","0.36","-0.97","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","34","74.85","74.77","0.35","-1.07","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","35","74.35","74.37","0.03","-0.85","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","36","73.66","73.88","0.05","-1.08","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","37","73.48","73.63","0.21","-1.17","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","38","73.47","73.61","0.05","-0.99","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","39","74.26","74.14","0.05","-0.73","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","40","74.07","73.93","0.05","-0.72","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","41","74.31","74.34","0.01","-0.85","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","42","88.89","88.59","0.00","-0.50","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","43","78.05","78.04","0.00","-0.80","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","44","74.80","74.79","0.01","-0.81","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","45","76.37","76.28","0.02","-0.74","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","46","74.91","74.20","0.38","-0.48","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","47","73.52","72.72","0.42","-0.42","0.32","0.2700","-0.0001","0.2178"
"WEP","09 Jan 2015","48","72.95","72.38","0.25","-0.48","0.32","0.2700","-0.0001","0.2178"
"WEP","10 Jan 2015","1","77.66","76.21","0.73","-0.10","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","2","75.77","74.25","0.66","0.04","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","3","74.45","73.84","0.26","-0.47","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","4","75.57","73.73","1.40","-0.38","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","5","74.78","73.73","0.69","-0.46","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","6","74.32","73.73","0.05","-0.28","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","7","73.56","73.22","0.00","-0.49","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","8","73.78","73.16","0.00","-0.21","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","9","73.59","73.10","0.00","-0.33","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","10","73.57","73.09","0.00","-0.34","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","11","73.48","73.32","0.00","-0.66","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","12","73.60","73.33","0.05","-0.60","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","13","74.05","73.73","0.25","-0.75","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","14","73.89","73.73","0.21","-0.87","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","15","74.15","74.14","0.06","-0.87","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","16","76.16","76.18","0.02","-0.86","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","17","74.22","74.33","0.06","-0.99","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","18","76.79","76.24","0.53","-0.80","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","19","81.43","81.38","0.53","-1.30","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","20","101.77","101.94","0.40","-1.39","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","21","147.15","148.11","0.50","-2.28","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","22","187.15","189.67","0.38","-3.72","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","23","186.75","189.66","0.05","-3.78","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","24","172.21","175.16","0.04","-3.81","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","25","146.69","148.47","0.22","-2.82","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","26","130.00","133.86","0.03","-4.71","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","27","139.57","144.85","0.05","-6.15","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","28","142.29","148.01","0.05","-6.60","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","29","147.02","148.12","0.05","-1.97","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","30","134.48","135.26","0.21","-1.81","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","31","122.32","123.00","0.38","-1.88","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","32","102.77","102.90","0.52","-1.47","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","33","96.65","96.68","0.50","-1.35","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","34","85.55","85.51","0.39","-1.17","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","35","83.99","84.45","0.03","-1.31","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","36","143.73","144.69","0.46","-2.24","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","37","123.15","122.85","0.54","-1.06","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","38","151.13","151.44","0.48","-1.61","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","39","174.72","175.20","0.22","-1.52","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","40","150.99","151.44","0.10","-1.37","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","41","150.60","151.44","0.07","-1.73","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","42","170.11","171.56","0.07","-2.34","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","43","143.24","144.70","0.08","-2.36","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","44","109.52","110.14","0.08","-1.52","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","45","88.86","88.53","0.08","-0.57","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","46","77.39","77.31","0.11","-0.85","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","47","76.48","75.95","0.43","-0.72","0.32","0.2700","-0.0001","0.2322"
"WEP","10 Jan 2015","48","85.69","85.55","0.25","-0.93","0.32","0.2700","-0.0001","0.2322"
"WEP","11 Jan 2015","1","83.44","81.52","2.06","-0.97","0.32","0.2700","-0.0001","0.2427"
"WEP","11 Jan 2015","2","80.12","78.39","1.47","-0.57","0.32","0.2700","-0.0001","0.2427"
"WEP","11 Jan 2015","3","76.22","75.23","0.44","-0.29","0.32","0.2700","-0.0001","0.2427"
"WEP","11 Jan 2015","4","77.66","75.11","2.34","-0.62","0.32","0.2700","-0.0001","0.2427"
"WEP","11 Jan 2015","5","75.80","74.67","1.38","-1.09","0.32","0.2700","-0.0001","0.2427"
"WEP","11 Jan 2015","6","73.58","74.03","0.00","-1.28","0.32","0.2700","-0.0001","0.2427"
"WEP","11 Jan 2015","7","73.60","73.00","0.00","-0.24","0.32","0.2700","-0.0001","0.2427"
"WEP","11 Jan 2015","8","73.94","73.00","0.01","0.09","0.32","0.2700","-0.0001","0.2427"
"WEP","11 Jan 2015","9","72.04","71.40","0.00","-0.19","0.32","0.2700","-0.0001","0.2427"
"WEP","11 Jan 2015","10","71.65","70.96","0.01","-0.16","0.32","0.2700","-0.0001","0.2427"
"WEP","11 Jan 2015","11","72.14","71.40","0.03","-0.13","0.32","0.2700","-0.0001","0.2427"
"WEP","11 Jan 2015","12","73.68","73.00","0.09","-0.24","0.32","0.2700","-0.0001","0.2427"
"WEP","11 Jan 2015","13","74.04","73.00","0.41","-0.21","0.32","0.2700","-0.0001","0.2427"
