"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","24 Aug 2019","28","106.99","0.00","6316.318","0.000"
"USEP","24 Aug 2019","29","105.11","0.00","6311.975","0.000"
"USEP","24 Aug 2019","30","102.96","0.00","6294.117","0.000"
"USEP","24 Aug 2019","31","102.81","0.00","6274.033","0.000"
"USEP","24 Aug 2019","32","102.38","0.00","6265.132","0.000"
"USEP","24 Aug 2019","33","98.64","0.00","6231.684","0.000"
"USEP","24 Aug 2019","34","96.87","0.00","6203.897","0.000"
"USEP","24 Aug 2019","35","96.75","0.00","6174.962","0.000"
"USEP","24 Aug 2019","36","94.65","0.00","6151.220","0.000"
"USEP","24 Aug 2019","37","98.69","0.00","6183.122","0.000"
"USEP","24 Aug 2019","38","105.19","0.00","6252.653","0.000"
"USEP","24 Aug 2019","39","108.23","0.00","6294.286","0.000"
"USEP","24 Aug 2019","40","112.98","0.00","6329.881","0.000"
"USEP","24 Aug 2019","41","133.51","0.00","6328.684","0.000"
"USEP","24 Aug 2019","42","119.50","0.00","6318.848","0.000"
"USEP","24 Aug 2019","43","250.34","0.00","6296.622","0.000"
"USEP","24 Aug 2019","44","113.97","0.00","6233.160","0.000"
"USEP","24 Aug 2019","45","109.18","0.00","6148.765","0.000"
"USEP","24 Aug 2019","46","102.94","0.00","6071.879","0.000"
"USEP","24 Aug 2019","47","96.00","0.00","5979.149","0.000"
"USEP","24 Aug 2019","48","95.98","0.00","5872.358","0.000"
"USEP","25 Aug 2019","1","106.94","0.00","5754.415","0.000"
"USEP","25 Aug 2019","2","103.63","0.00","5661.799","0.000"
"USEP","25 Aug 2019","3","102.29","0.00","5553.562","0.000"
"USEP","25 Aug 2019","4","98.81","0.00","5485.563","0.000"
"USEP","25 Aug 2019","5","96.63","0.00","5420.183","0.000"
"USEP","25 Aug 2019","6","92.58","0.00","5375.214","0.000"
"USEP","25 Aug 2019","7","85.50","0.00","5333.183","0.000"
"USEP","25 Aug 2019","8","80.73","0.00","5291.251","0.000"
"USEP","25 Aug 2019","9","80.35","0.00","5276.808","0.000"
"USEP","25 Aug 2019","10","80.34","0.00","5272.275","0.000"
"USEP","25 Aug 2019","11","80.44","0.00","5300.585","0.000"
"USEP","25 Aug 2019","12","85.50","0.00","5349.450","0.000"
"USEP","25 Aug 2019","13","79.30","0.00","5383.623","0.000"
"USEP","25 Aug 2019","14","79.36","0.00","5422.041","0.000"
"USEP","25 Aug 2019","15","79.27","0.00","5458.163","0.000"
"USEP","25 Aug 2019","16","79.36","0.00","5517.957","0.000"
"USEP","25 Aug 2019","17","82.16","0.00","5634.305","0.000"
"USEP","25 Aug 2019","18","85.17","0.00","5724.978","0.000"
"USEP","25 Aug 2019","19","86.81","0.00","5824.890","0.000"
"USEP","25 Aug 2019","20","88.87","0.00","5924.156","0.000"
"USEP","25 Aug 2019","21","91.75","0.00","5988.626","0.000"
"USEP","25 Aug 2019","22","88.90","0.00","6014.729","0.000"
"USEP","25 Aug 2019","23","88.94","0.00","6034.206","0.000"
"USEP","25 Aug 2019","24","85.83","0.00","6005.435","0.000"
"USEP","25 Aug 2019","25","86.60","0.00","5970.799","0.000"
"USEP","25 Aug 2019","26","85.83","0.00","5965.680","0.000"
"USEP","25 Aug 2019","27","88.85","0.00","5999.088","0.000"
"USEP","25 Aug 2019","28","87.88","0.00","6013.317","0.000"
"USEP","25 Aug 2019","29","88.89","0.00","6047.879","0.000"
"USEP","25 Aug 2019","30","88.88","0.00","6030.514","0.000"
"USEP","25 Aug 2019","31","87.90","0.00","5983.422","0.000"
"USEP","25 Aug 2019","32","85.87","0.00","5946.878","0.000"
"USEP","25 Aug 2019","33","85.88","0.00","5944.557","0.000"
"USEP","25 Aug 2019","34","86.54","0.00","5932.902","0.000"
"USEP","25 Aug 2019","35","87.55","0.00","5959.462","0.000"
"USEP","25 Aug 2019","36","85.86","0.00","5946.073","0.000"
"USEP","25 Aug 2019","37","88.87","0.00","6010.012","0.000"
"USEP","25 Aug 2019","38","92.71","0.00","6115.853","0.000"
"USEP","25 Aug 2019","39","93.93","0.00","6203.912","0.000"
"USEP","25 Aug 2019","40","96.81","0.00","6246.843","0.000"
"USEP","25 Aug 2019","41","96.84","0.00","6260.943","0.000"
"USEP","25 Aug 2019","42","95.96","0.00","6319.206","0.000"
"USEP","25 Aug 2019","43","95.96","0.00","6332.839","0.000"
"USEP","25 Aug 2019","44","89.71","0.00","6269.496","0.000"
"USEP","25 Aug 2019","45","89.18","0.00","6163.660","0.000"
"USEP","25 Aug 2019","46","88.92","0.00","6073.623","0.000"
"USEP","25 Aug 2019","47","88.90","0.00","5960.034","0.000"
"USEP","25 Aug 2019","48","82.83","0.00","5800.025","0.000"
"USEP","26 Aug 2019","1","84.24","0.00","5627.735","0.000"
"USEP","26 Aug 2019","2","80.90","0.00","5521.367","0.000"
"USEP","26 Aug 2019","3","80.64","0.00","5461.782","0.000"
"USEP","26 Aug 2019","4","75.53","0.00","5394.388","0.000"
"USEP","26 Aug 2019","5","66.48","0.00","5338.048","0.000"
"USEP","26 Aug 2019","6","48.41","0.00","5287.325","0.000"
"USEP","26 Aug 2019","7","47.96","0.00","5266.858","0.000"
"USEP","26 Aug 2019","8","47.95","0.00","5235.607","0.000"
"USEP","26 Aug 2019","9","47.95","0.00","5236.253","0.000"
"USEP","26 Aug 2019","10","47.96","0.00","5251.183","0.000"
"USEP","26 Aug 2019","11","66.46","0.00","5332.780","0.000"
"USEP","26 Aug 2019","12","80.66","0.00","5481.965","0.000"
"USEP","26 Aug 2019","13","83.97","0.00","5670.094","0.000"
"USEP","26 Aug 2019","14","85.65","0.00","5857.722","0.000"
"USEP","26 Aug 2019","15","86.32","0.00","6085.859","0.000"
"USEP","26 Aug 2019","16","88.98","0.00","6361.699","0.000"
"USEP","26 Aug 2019","17","92.83","0.00","6656.251","0.000"
"USEP","26 Aug 2019","18","94.11","0.00","6837.309","0.000"
"USEP","26 Aug 2019","19","98.19","0.00","6939.576","0.000"
"USEP","26 Aug 2019","20","101.78","0.00","7018.540","0.000"
"USEP","26 Aug 2019","21","100.63","0.00","7067.733","0.000"
"USEP","26 Aug 2019","22","99.24","0.00","7075.332","0.000"
"USEP","26 Aug 2019","23","100.42","0.00","7075.446","0.000"
"USEP","26 Aug 2019","24","97.07","0.00","7017.506","0.000"
"USEP","26 Aug 2019","25","95.91","0.00","6983.481","0.000"
"USEP","26 Aug 2019","26","95.38","0.00","6970.788","0.000"
"USEP","26 Aug 2019","27","98.19","0.00","7035.999","0.000"
"USEP","26 Aug 2019","28","99.26","0.00","7074.899","0.000"
"USEP","26 Aug 2019","29","103.18","0.00","7073.319","0.000"
"USEP","26 Aug 2019","30","101.97","0.00","7076.723","0.000"
"USEP","26 Aug 2019","31","105.37","0.00","7099.466","0.000"
"USEP","26 Aug 2019","32","103.73","0.00","7096.136","0.000"
"USEP","26 Aug 2019","33","103.19","0.00","7098.343","0.000"
"USEP","26 Aug 2019","34","103.16","0.00","7072.931","0.000"
"USEP","26 Aug 2019","35","98.23","0.00","6992.502","0.000"
"USEP","26 Aug 2019","36","94.14","0.00","6862.014","0.000"
"USEP","26 Aug 2019","37","92.98","0.00","6767.803","0.000"
"USEP","26 Aug 2019","38","92.96","0.00","6739.086","0.000"
"USEP","26 Aug 2019","39","92.87","0.00","6718.406","0.000"
"USEP","26 Aug 2019","40","91.16","0.00","6679.695","0.000"
"USEP","26 Aug 2019","41","88.67","0.00","6598.256","0.000"
"USEP","26 Aug 2019","42","87.21","0.00","6549.257","0.000"
"USEP","26 Aug 2019","43","92.02","0.00","6492.107","0.000"
"USEP","26 Aug 2019","44","87.93","0.00","6355.929","0.000"
"USEP","26 Aug 2019","45","87.47","0.00","6201.402","0.000"
"USEP","26 Aug 2019","46","85.63","0.00","6051.055","0.000"
"USEP","26 Aug 2019","47","82.87","0.00","5896.761","0.000"
"USEP","26 Aug 2019","48","80.35","0.00","5739.401","0.000"
"USEP","27 Aug 2019","1","82.15","0.00","5586.519","0.000"
"USEP","27 Aug 2019","2","79.10","0.00","5486.303","0.000"
"USEP","27 Aug 2019","3","75.68","0.00","5414.790","0.000"
"USEP","27 Aug 2019","4","70.60","0.00","5352.307","0.000"
"USEP","27 Aug 2019","5","65.58","0.00","5308.144","0.000"
"USEP","27 Aug 2019","6","62.03","0.00","5262.683","0.000"
"USEP","27 Aug 2019","7","50.40","0.00","5233.629","0.000"
"USEP","27 Aug 2019","8","50.40","0.00","5211.776","0.000"
"USEP","27 Aug 2019","9","50.39","0.00","5212.437","0.000"
"USEP","27 Aug 2019","10","50.42","0.00","5248.971","0.000"
"USEP","27 Aug 2019","11","65.56","0.00","5330.037","0.000"
"USEP","27 Aug 2019","12","79.17","0.00","5486.264","0.000"
"USEP","27 Aug 2019","13","83.85","0.00","5673.966","0.000"
"USEP","27 Aug 2019","14","84.95","0.00","5839.670","0.000"
"USEP","27 Aug 2019","15","85.62","0.00","6041.144","0.000"
"USEP","27 Aug 2019","16","86.93","0.00","6299.246","0.000"
"USEP","27 Aug 2019","17","87.22","0.00","6579.728","0.000"
"USEP","27 Aug 2019","18","92.97","0.00","6752.123","0.000"
"USEP","27 Aug 2019","19","94.04","0.00","6861.671","0.000"
"USEP","27 Aug 2019","20","95.62","0.00","6952.598","0.000"
"USEP","27 Aug 2019","21","97.04","0.00","6981.359","0.000"
"USEP","27 Aug 2019","22","98.29","0.00","7009.782","0.000"
"USEP","27 Aug 2019","23","95.18","0.00","6994.848","0.000"
"USEP","27 Aug 2019","24","94.03","0.00","6907.798","0.000"
"USEP","27 Aug 2019","25","92.83","0.00","6816.161","0.000"
"USEP","27 Aug 2019","26","92.83","0.00","6806.186","0.000"
"USEP","27 Aug 2019","27","92.99","0.00","6818.398","0.000"
"USEP","27 Aug 2019","28","93.50","0.00","6845.171","0.000"
"USEP","27 Aug 2019","29","92.94","0.00","6834.177","0.000"
"USEP","27 Aug 2019","30","92.93","0.00","6816.971","0.000"
"USEP","27 Aug 2019","31","94.08","0.00","6845.191","0.000"
"USEP","27 Aug 2019","32","94.10","0.00","6867.606","0.000"
"USEP","27 Aug 2019","33","94.59","0.00","6874.912","0.000"
"USEP","27 Aug 2019","34","94.00","0.00","6820.515","0.000"
"USEP","27 Aug 2019","35","92.82","0.00","6760.939","0.000"
"USEP","27 Aug 2019","36","87.66","0.00","6646.465","0.000"
"USEP","27 Aug 2019","37","87.09","0.00","6570.260","0.000"
"USEP","27 Aug 2019","38","87.60","0.00","6593.232","0.000"
"USEP","27 Aug 2019","39","89.96","0.00","6636.535","0.000"
"USEP","27 Aug 2019","40","90.08","0.00","6638.061","0.000"
"USEP","27 Aug 2019","41","92.25","0.00","6588.331","0.000"
"USEP","27 Aug 2019","42","92.09","0.00","6537.429","0.000"
"USEP","27 Aug 2019","43","92.05","0.00","6489.732","0.000"
"USEP","27 Aug 2019","44","90.00","0.00","6367.812","0.000"
"USEP","27 Aug 2019","45","88.93","0.00","6215.388","0.000"
"USEP","27 Aug 2019","46","87.91","0.00","6078.071","0.000"
"USEP","27 Aug 2019","47","85.86","0.00","5921.919","0.000"
"USEP","27 Aug 2019","48","84.86","0.00","5771.268","0.000"
"USEP","28 Aug 2019","1","75.63","0.00","5603.203","0.000"
"USEP","28 Aug 2019","2","74.58","0.00","5497.849","0.000"
"USEP","28 Aug 2019","3","73.73","0.00","5429.372","0.000"
"USEP","28 Aug 2019","4","73.09","0.00","5359.519","0.000"
"USEP","28 Aug 2019","5","60.71","0.00","5316.638","0.000"
"USEP","28 Aug 2019","6","50.62","0.00","5260.959","0.000"
"USEP","28 Aug 2019","7","45.46","0.00","5225.866","0.000"
"USEP","28 Aug 2019","8","30.41","0.00","5208.416","0.000"
"USEP","28 Aug 2019","9","30.40","0.00","5196.324","0.000"
"USEP","28 Aug 2019","10","45.57","0.00","5223.256","0.000"
"USEP","28 Aug 2019","11","53.12","0.00","5303.681","0.000"
"USEP","28 Aug 2019","12","63.84","0.00","5440.425","0.000"
"USEP","28 Aug 2019","13","77.01","0.00","5618.287","0.000"
"USEP","28 Aug 2019","14","77.82","0.00","5780.224","0.000"
"USEP","28 Aug 2019","15","79.94","0.00","5975.197","0.000"
"USEP","28 Aug 2019","16","83.25","0.00","6237.365","0.000"
"USEP","28 Aug 2019","17","84.26","0.00","6499.607","0.000"
"USEP","28 Aug 2019","18","87.93","0.00","6676.077","0.000"
"USEP","28 Aug 2019","19","90.80","0.00","6765.581","0.000"
"USEP","28 Aug 2019","20","92.87","0.00","6799.338","0.000"
"USEP","28 Aug 2019","21","93.04","0.00","6826.727","0.000"
"USEP","28 Aug 2019","22","93.04","0.00","6825.261","0.000"
"USEP","28 Aug 2019","23","91.56","0.00","6810.590","0.000"
"USEP","28 Aug 2019","24","91.07","0.00","6748.579","0.000"
"USEP","28 Aug 2019","25","87.11","0.00","6708.213","0.000"
"USEP","28 Aug 2019","26","86.48","0.00","6722.000","0.000"
"USEP","28 Aug 2019","27","86.69","0.00","6756.690","0.000"
"USEP","28 Aug 2019","28","91.16","0.00","6772.326","0.000"
"USEP","28 Aug 2019","29","87.04","0.00","6772.723","0.000"
"USEP","28 Aug 2019","30","86.81","0.00","6756.119","0.000"
"USEP","28 Aug 2019","31","89.87","0.00","6740.413","0.000"
"USEP","28 Aug 2019","32","86.69","0.00","6741.875","0.000"
"USEP","28 Aug 2019","33","86.07","0.00","6738.470","0.000"
"USEP","28 Aug 2019","34","85.69","0.00","6707.020","0.000"
"USEP","28 Aug 2019","35","85.76","0.00","6642.822","0.000"
"USEP","28 Aug 2019","36","85.63","0.00","6546.578","0.000"
"USEP","28 Aug 2019","37","85.91","0.00","6485.169","0.000"
"USEP","28 Aug 2019","38","88.07","0.00","6516.927","0.000"
"USEP","28 Aug 2019","39","90.03","0.00","6550.882","0.000"
"USEP","28 Aug 2019","40","89.69","0.00","6541.434","0.000"
"USEP","28 Aug 2019","41","89.57","0.00","6505.079","0.000"
"USEP","28 Aug 2019","42","92.35","0.00","6478.122","0.000"
"USEP","28 Aug 2019","43","92.01","0.00","6418.909","0.000"
"USEP","28 Aug 2019","44","89.85","0.00","6299.937","0.000"
"USEP","28 Aug 2019","45","88.09","0.00","6141.916","0.000"
"USEP","28 Aug 2019","46","87.61","0.00","6003.571","0.000"
"USEP","28 Aug 2019","47","85.67","0.00","5852.230","0.000"
"USEP","28 Aug 2019","48","84.37","0.00","5710.098","0.000"
"USEP","29 Aug 2019","1","82.10","0.00","5595.793","0.000"
"USEP","29 Aug 2019","2","80.19","0.00","5487.546","0.000"
"USEP","29 Aug 2019","3","75.64","0.00","5390.551","0.000"
"USEP","29 Aug 2019","4","62.13","0.00","5300.505","0.000"
"USEP","29 Aug 2019","5","59.50","0.00","5254.990","0.000"
"USEP","29 Aug 2019","6","59.48","0.00","5232.545","0.000"
"USEP","29 Aug 2019","7","56.10","0.00","5202.193","0.000"
"USEP","29 Aug 2019","8","56.10","0.00","5184.525","0.000"
"USEP","29 Aug 2019","9","56.10","0.00","5188.635","0.000"
"USEP","29 Aug 2019","10","56.12","0.00","5216.099","0.000"
"USEP","29 Aug 2019","11","59.52","0.00","5292.275","0.000"
"USEP","29 Aug 2019","12","79.29","0.00","5430.858","0.000"
"USEP","29 Aug 2019","13","81.96","0.00","5623.212","0.000"
"USEP","29 Aug 2019","14","82.61","0.00","5790.532","0.000"
"USEP","29 Aug 2019","15","84.55","0.00","5992.687","0.000"
"USEP","29 Aug 2019","16","86.96","0.00","6281.687","0.000"
"USEP","29 Aug 2019","17","89.49","0.00","6533.482","0.000"
"USEP","29 Aug 2019","18","92.83","0.00","6693.685","0.000"
"USEP","29 Aug 2019","19","94.01","0.00","6801.415","0.000"
"USEP","29 Aug 2019","20","95.15","0.00","6861.731","0.000"
"USEP","29 Aug 2019","21","98.20","0.00","6915.164","0.000"
"USEP","29 Aug 2019","22","97.02","0.00","6959.307","0.000"
"USEP","29 Aug 2019","23","96.44","0.00","6947.578","0.000"
"USEP","29 Aug 2019","24","94.09","0.00","6888.654","0.000"
"USEP","29 Aug 2019","25","94.00","0.00","6849.535","0.000"
"USEP","29 Aug 2019","26","93.35","0.00","6843.745","0.000"
"USEP","29 Aug 2019","27","94.14","0.00","6901.178","0.000"
"USEP","29 Aug 2019","28","94.57","0.00","6927.355","0.000"
"USEP","29 Aug 2019","29","94.11","0.00","6928.940","0.000"
"USEP","29 Aug 2019","30","94.02","0.00","6922.062","0.000"
"USEP","29 Aug 2019","31","95.09","0.00","6941.669","0.000"
"USEP","29 Aug 2019","32","95.04","0.00","6947.682","0.000"
"USEP","29 Aug 2019","33","94.52","0.00","6970.897","0.000"
"USEP","29 Aug 2019","34","98.23","0.00","6959.138","0.000"
"USEP","29 Aug 2019","35","98.31","0.00","6903.494","0.000"
"USEP","29 Aug 2019","36","94.00","0.00","6765.860","0.000"
"USEP","29 Aug 2019","37","92.82","0.00","6683.840","0.000"
"USEP","29 Aug 2019","38","91.23","0.00","6705.360","0.000"
"USEP","29 Aug 2019","39","94.03","0.00","6743.614","0.000"
"USEP","29 Aug 2019","40","93.98","0.00","6718.511","0.000"
"USEP","29 Aug 2019","41","93.00","0.00","6682.498","0.000"
"USEP","29 Aug 2019","42","92.60","0.00","6651.868","0.000"
"USEP","29 Aug 2019","43","92.85","0.00","6597.094","0.000"
"USEP","29 Aug 2019","44","92.02","0.00","6465.448","0.000"
"USEP","29 Aug 2019","45","89.99","0.00","6333.162","0.000"
"USEP","29 Aug 2019","46","88.91","0.00","6201.129","0.000"
"USEP","29 Aug 2019","47","86.80","0.00","6057.123","0.000"
"USEP","29 Aug 2019","48","83.88","0.00","5854.556","0.000"
"USEP","30 Aug 2019","1","82.04","0.00","5642.178","0.000"
"USEP","30 Aug 2019","2","81.65","0.00","5536.794","0.000"
"USEP","30 Aug 2019","3","81.19","0.00","5513.509","0.000"
"USEP","30 Aug 2019","4","80.82","0.00","5450.196","0.000"
"USEP","30 Aug 2019","5","75.61","0.00","5390.045","0.000"
"USEP","30 Aug 2019","6","62.02","0.00","5341.433","0.000"
"USEP","30 Aug 2019","7","58.51","0.00","5310.942","0.000"
"USEP","30 Aug 2019","8","58.49","0.00","5283.587","0.000"
"USEP","30 Aug 2019","9","58.47","0.00","5280.675","0.000"
"USEP","30 Aug 2019","10","58.49","0.00","5312.110","0.000"
"USEP","30 Aug 2019","11","75.67","0.00","5385.040","0.000"
"USEP","30 Aug 2019","12","81.77","0.00","5526.431","0.000"
"USEP","30 Aug 2019","13","83.30","0.00","5700.252","0.000"
"USEP","30 Aug 2019","14","84.46","0.00","5865.087","0.000"
"USEP","30 Aug 2019","15","86.06","0.00","6069.155","0.000"
"USEP","30 Aug 2019","16","86.98","0.00","6329.191","0.000"
"USEP","30 Aug 2019","17","87.72","0.00","6571.423","0.000"
"USEP","30 Aug 2019","18","90.76","0.00","6709.008","0.000"
"USEP","30 Aug 2019","19","94.08","0.00","6797.225","0.000"
"USEP","30 Aug 2019","20","93.42","0.00","6866.015","0.000"
"USEP","30 Aug 2019","21","93.13","0.00","6905.686","0.000"
"USEP","30 Aug 2019","22","94.26","0.00","6941.107","0.000"
"USEP","30 Aug 2019","23","94.42","0.00","6936.743","0.000"
"USEP","30 Aug 2019","24","93.30","0.00","6872.755","0.000"
"USEP","30 Aug 2019","25","91.01","0.00","6802.558","0.000"
"USEP","30 Aug 2019","26","91.15","0.00","6812.588","0.000"
"USEP","30 Aug 2019","27","92.99","0.00","6856.294","0.000"
"USEP","30 Aug 2019","28","93.63","0.00","6881.049","0.000"
"USEP","30 Aug 2019","29","92.94","0.00","6873.634","0.000"
"USEP","30 Aug 2019","30","91.51","0.00","6852.358","0.000"
"USEP","30 Aug 2019","31","91.15","0.00","6846.001","0.000"
"USEP","30 Aug 2019","32","90.74","0.00","6839.500","0.000"
"USEP","30 Aug 2019","33","90.75","0.00","6849.530","0.000"
"USEP","30 Aug 2019","34","87.12","0.00","6820.401","0.000"
"USEP","30 Aug 2019","35","86.63","0.00","6749.911","0.000"
"USEP","30 Aug 2019","36","84.83","0.00","6634.145","0.000"
"USEP","30 Aug 2019","37","85.23","0.00","6570.961","0.000"
"USEP","30 Aug 2019","38","84.75","0.00","6583.814","0.000"
"USEP","30 Aug 2019","39","84.83","0.00","6584.082","0.000"
"USEP","30 Aug 2019","40","84.49","0.00","6549.357","0.000"
"USEP","30 Aug 2019","41","86.95","0.00","6503.981","0.000"
"USEP","30 Aug 2019","42","86.96","0.00","6467.724","0.000"
"USEP","30 Aug 2019","43","87.15","0.00","6394.298","0.000"
"USEP","30 Aug 2019","44","86.93","0.00","6291.573","0.000"
"USEP","30 Aug 2019","45","86.92","0.00","6173.853","0.000"
"USEP","30 Aug 2019","46","86.86","0.00","6064.225","0.000"
"USEP","30 Aug 2019","47","85.68","0.00","5951.436","0.000"
"USEP","30 Aug 2019","48","85.55","0.00","5855.361","0.000"
"USEP","31 Aug 2019","1","81.65","0.00","5756.910","0.000"
"USEP","31 Aug 2019","2","80.28","0.00","5658.598","0.000"
"USEP","31 Aug 2019","3","77.74","0.00","5539.184","0.000"
"USEP","31 Aug 2019","4","75.63","0.00","5459.142","0.000"
"USEP","31 Aug 2019","5","72.77","0.00","5390.999","0.000"
"USEP","31 Aug 2019","6","68.52","0.00","5341.378","0.000"
"USEP","31 Aug 2019","7","68.01","0.00","5302.036","0.000"
"USEP","31 Aug 2019","8","67.01","0.00","5267.141","0.000"
"USEP","31 Aug 2019","9","67.28","0.00","5248.171","0.000"
"USEP","31 Aug 2019","10","67.28","0.00","5255.397","0.000"
"USEP","31 Aug 2019","11","68.01","0.00","5291.524","0.000"
"USEP","31 Aug 2019","12","68.71","0.00","5349.773","0.000"
